,Site,Parameter,Date_LT,Year,Month,Day,Hour,NowCast_Conc,AQI,AQI_Category,Raw_Conc,Conc_Unit,Duration,QC_Name
390,Ulaanbaatar,PM2.5 - Principal,2018-01-17 07:00:00,2018,1,17,7,99.7,174.0,Unhealthy,88.0,UG/M3,1 Hr,Valid
392,Ulaanbaatar,PM2.5 - Principal,2018-01-17 09:00:00,2018,1,17,9,147.2,198.0,Unhealthy,181.0,UG/M3,1 Hr,Valid
393,Ulaanbaatar,PM2.5 - Principal,2018-01-17 10:00:00,2018,1,17,10,212.1,262.0,Very Unhealthy,277.0,UG/M3,1 Hr,Valid
397,Ulaanbaatar,PM2.5 - Principal,2018-01-17 14:00:00,2018,1,17,14,200.8,251.0,Very Unhealthy,108.0,UG/M3,1 Hr,Valid
398,Ulaanbaatar,PM2.5 - Principal,2018-01-17 15:00:00,2018,1,17,15,139.4,194.0,Unhealthy,78.0,UG/M3,1 Hr,Valid
399,Ulaanbaatar,PM2.5 - Principal,2018-01-17 16:00:00,2018,1,17,16,100.6,174.0,Unhealthy,62.0,UG/M3,1 Hr,Valid
400,Ulaanbaatar,PM2.5 - Principal,2018-01-17 17:00:00,2018,1,17,17,92.3,170.0,Unhealthy,84.0,UG/M3,1 Hr,Valid
402,Ulaanbaatar,PM2.5 - Principal,2018-01-17 19:00:00,2018,1,17,19,44.0,122.0,Unhealthy for Sensitive Groups,16.0,UG/M3,1 Hr,Valid
403,Ulaanbaatar,PM2.5 - Principal,2018-01-17 20:00:00,2018,1,17,20,66.5,157.0,Unhealthy,89.0,UG/M3,1 Hr,Valid
404,Ulaanbaatar,PM2.5 - Principal,2018-01-17 21:00:00,2018,1,17,21,148.7,199.0,Unhealthy,231.0,UG/M3,1 Hr,Valid
405,Ulaanbaatar,PM2.5 - Principal,2018-01-17 22:00:00,2018,1,17,22,132.8,191.0,Unhealthy,117.0,UG/M3,1 Hr,Valid
406,Ulaanbaatar,PM2.5 - Principal,2018-01-17 23:00:00,2018,1,17,23,132.7,191.0,Unhealthy,-999.0,UG/M3,1 Hr,Missing
420,Ulaanbaatar,PM2.5 - Principal,2018-01-25 07:00:00,2018,1,25,7,90.4,169.0,Unhealthy,90.0,UG/M3,1 Hr,Valid
421,Ulaanbaatar,PM2.5 - Principal,2018-01-25 08:00:00,2018,1,25,8,125.2,187.0,Unhealthy,160.0,UG/M3,1 Hr,Valid
422,Ulaanbaatar,PM2.5 - Principal,2018-01-25 09:00:00,2018,1,25,9,148.6,199.0,Unhealthy,172.0,UG/M3,1 Hr,Valid
423,Ulaanbaatar,PM2.5 - Principal,2018-01-25 10:00:00,2018,1,25,10,226.8,277.0,Very Unhealthy,305.0,UG/M3,1 Hr,Valid
426,Ulaanbaatar,PM2.5 - Principal,2018-01-25 13:00:00,2018,1,25,13,216.7,267.0,Very Unhealthy,77.0,UG/M3,1 Hr,Valid
427,Ulaanbaatar,PM2.5 - Principal,2018-01-25 14:00:00,2018,1,25,14,127.3,188.0,Unhealthy,38.0,UG/M3,1 Hr,Valid
428,Ulaanbaatar,PM2.5 - Principal,2018-01-25 15:00:00,2018,1,25,15,83.1,165.0,Unhealthy,39.0,UG/M3,1 Hr,Valid
429,Ulaanbaatar,PM2.5 - Principal,2018-01-25 16:00:00,2018,1,25,16,62.0,154.0,Unhealthy,41.0,UG/M3,1 Hr,Valid
430,Ulaanbaatar,PM2.5 - Principal,2018-01-25 17:00:00,2018,1,25,17,65.5,156.0,Unhealthy,69.0,UG/M3,1 Hr,Valid
432,Ulaanbaatar,PM2.5 - Principal,2018-01-25 19:00:00,2018,1,25,19,64.6,156.0,Unhealthy,70.0,UG/M3,1 Hr,Valid
433,Ulaanbaatar,PM2.5 - Principal,2018-01-25 20:00:00,2018,1,25,20,93.8,171.0,Unhealthy,123.0,UG/M3,1 Hr,Valid
439,Ulaanbaatar,PM2.5 - Principal,2018-01-26 02:00:00,2018,1,26,2,265.8,316.0,Hazardous,260.0,UG/M3,1 Hr,Valid
442,Ulaanbaatar,PM2.5 - Principal,2018-01-26 05:00:00,2018,1,26,5,232.8,283.0,Very Unhealthy,219.0,UG/M3,1 Hr,Valid
443,Ulaanbaatar,PM2.5 - Principal,2018-01-26 06:00:00,2018,1,26,6,195.9,246.0,Very Unhealthy,159.0,UG/M3,1 Hr,Valid
444,Ulaanbaatar,PM2.5 - Principal,2018-01-26 07:00:00,2018,1,26,7,184.4,235.0,Very Unhealthy,173.0,UG/M3,1 Hr,Valid
447,Ulaanbaatar,PM2.5 - Principal,2018-01-26 10:00:00,2018,1,26,10,233.1,283.0,Very Unhealthy,278.0,UG/M3,1 Hr,Valid
449,Ulaanbaatar,PM2.5 - Principal,2018-01-26 12:00:00,2018,1,26,12,196.5,247.0,Very Unhealthy,67.0,UG/M3,1 Hr,Valid
450,Ulaanbaatar,PM2.5 - Principal,2018-01-26 13:00:00,2018,1,26,13,123.2,186.0,Unhealthy,50.0,UG/M3,1 Hr,Valid
452,Ulaanbaatar,PM2.5 - Principal,2018-01-26 15:00:00,2018,1,26,15,86.0,167.0,Unhealthy,90.0,UG/M3,1 Hr,Valid
453,Ulaanbaatar,PM2.5 - Principal,2018-01-26 16:00:00,2018,1,26,16,73.9,161.0,Unhealthy,62.0,UG/M3,1 Hr,Valid
458,Ulaanbaatar,PM2.5 - Principal,2018-01-26 21:00:00,2018,1,26,21,12.2,51.0,Moderate,8.0,UG/M3,1 Hr,Valid
459,Ulaanbaatar,PM2.5 - Principal,2018-01-26 22:00:00,2018,1,26,22,17.0,61.0,Moderate,22.0,UG/M3,1 Hr,Valid
460,Ulaanbaatar,PM2.5 - Principal,2018-01-26 23:00:00,2018,1,26,23,21.4,71.0,Moderate,26.0,UG/M3,1 Hr,Valid
461,Ulaanbaatar,PM2.5 - Principal,2018-01-27 00:00:00,2018,1,27,0,26.7,82.0,Moderate,32.0,UG/M3,1 Hr,Valid
462,Ulaanbaatar,PM2.5 - Principal,2018-01-27 01:00:00,2018,1,27,1,30.3,89.0,Moderate,34.0,UG/M3,1 Hr,Valid
463,Ulaanbaatar,PM2.5 - Principal,2018-01-27 02:00:00,2018,1,27,2,37.1,105.0,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid
465,Ulaanbaatar,PM2.5 - Principal,2018-01-27 04:00:00,2018,1,27,4,164.0,214.0,Very Unhealthy,259.0,UG/M3,1 Hr,Valid
475,Ulaanbaatar,PM2.5 - Principal,2018-01-27 14:00:00,2018,1,27,14,18.3,64.0,Moderate,0.0,UG/M3,1 Hr,Invalid
476,Ulaanbaatar,PM2.5 - Principal,2018-01-27 15:00:00,2018,1,27,15,48.32179800839755,133.0,Unhealthy for Sensitive Groups,-3.0,UG/M3,1 Hr,Invalid
477,Ulaanbaatar,PM2.5 - Principal,2018-01-27 16:00:00,2018,1,27,16,48.32179800839755,133.0,Unhealthy for Sensitive Groups,-1.0,UG/M3,1 Hr,Invalid
478,Ulaanbaatar,PM2.5 - Principal,2018-01-27 17:00:00,2018,1,27,17,48.32179800839755,133.0,Unhealthy for Sensitive Groups,2.0,UG/M3,1 Hr,Valid
479,Ulaanbaatar,PM2.5 - Principal,2018-01-27 18:00:00,2018,1,27,18,2.6,11.0,Good,2.0,UG/M3,1 Hr,Valid
480,Ulaanbaatar,PM2.5 - Principal,2018-01-27 19:00:00,2018,1,27,19,4.5,19.0,Good,6.0,UG/M3,1 Hr,Valid
490,Ulaanbaatar,PM2.5 - Principal,2018-01-28 05:00:00,2018,1,28,5,6.1,25.0,Good,2.0,UG/M3,1 Hr,Valid
492,Ulaanbaatar,PM2.5 - Principal,2018-01-28 07:00:00,2018,1,28,7,5.7,24.0,Good,7.0,UG/M3,1 Hr,Valid
493,Ulaanbaatar,PM2.5 - Principal,2018-01-28 08:00:00,2018,1,28,8,5.7,24.0,Good,-1.0,UG/M3,1 Hr,Invalid
498,Ulaanbaatar,PM2.5 - Principal,2018-01-28 13:00:00,2018,1,28,13,27.9,84.0,Moderate,38.0,UG/M3,1 Hr,Valid
499,Ulaanbaatar,PM2.5 - Principal,2018-01-28 14:00:00,2018,1,28,14,16.9,61.0,Moderate,6.0,UG/M3,1 Hr,Valid
500,Ulaanbaatar,PM2.5 - Principal,2018-01-28 15:00:00,2018,1,28,15,11.4,48.0,Good,6.0,UG/M3,1 Hr,Valid
501,Ulaanbaatar,PM2.5 - Principal,2018-01-28 16:00:00,2018,1,28,16,7.7,32.0,Good,4.0,UG/M3,1 Hr,Valid
502,Ulaanbaatar,PM2.5 - Principal,2018-01-28 17:00:00,2018,1,28,17,4.3,18.0,Good,1.0,UG/M3,1 Hr,Valid
503,Ulaanbaatar,PM2.5 - Principal,2018-01-28 18:00:00,2018,1,28,18,4.3,18.0,Good,-1.0,UG/M3,1 Hr,Invalid
504,Ulaanbaatar,PM2.5 - Principal,2018-01-28 19:00:00,2018,1,28,19,4.1,17.0,Good,4.0,UG/M3,1 Hr,Valid
514,Ulaanbaatar,PM2.5 - Principal,2018-01-29 05:00:00,2018,1,29,5,117.2,183.0,Unhealthy,62.0,UG/M3,1 Hr,Valid
515,Ulaanbaatar,PM2.5 - Principal,2018-01-29 06:00:00,2018,1,29,6,85.6,167.0,Unhealthy,54.0,UG/M3,1 Hr,Valid
516,Ulaanbaatar,PM2.5 - Principal,2018-01-29 07:00:00,2018,1,29,7,61.8,154.0,Unhealthy,38.0,UG/M3,1 Hr,Valid
517,Ulaanbaatar,PM2.5 - Principal,2018-01-29 08:00:00,2018,1,29,8,64.9,156.0,Unhealthy,68.0,UG/M3,1 Hr,Valid
518,Ulaanbaatar,PM2.5 - Principal,2018-01-29 09:00:00,2018,1,29,9,76.4,162.0,Unhealthy,88.0,UG/M3,1 Hr,Valid
519,Ulaanbaatar,PM2.5 - Principal,2018-01-29 10:00:00,2018,1,29,10,101.7,175.0,Unhealthy,127.0,UG/M3,1 Hr,Valid
528,Ulaanbaatar,PM2.5 - Principal,2018-01-29 19:00:00,2018,1,29,19,48.32179800839755,133.0,Unhealthy for Sensitive Groups,-1.0,UG/M3,1 Hr,Invalid
529,Ulaanbaatar,PM2.5 - Principal,2018-01-29 20:00:00,2018,1,29,20,48.32179800839755,133.0,Unhealthy for Sensitive Groups,22.0,UG/M3,1 Hr,Valid
530,Ulaanbaatar,PM2.5 - Principal,2018-01-29 21:00:00,2018,1,29,21,33.8,97.0,Moderate,41.0,UG/M3,1 Hr,Valid
532,Ulaanbaatar,PM2.5 - Principal,2018-01-29 23:00:00,2018,1,29,23,126.2,188.0,Unhealthy,111.0,UG/M3,1 Hr,Valid
533,Ulaanbaatar,PM2.5 - Principal,2018-01-30 00:00:00,2018,1,30,0,106.0,177.0,Unhealthy,87.0,UG/M3,1 Hr,Valid
534,Ulaanbaatar,PM2.5 - Principal,2018-01-30 01:00:00,2018,1,30,1,97.9,173.0,Unhealthy,90.0,UG/M3,1 Hr,Valid
535,Ulaanbaatar,PM2.5 - Principal,2018-01-30 02:00:00,2018,1,30,2,87.4,167.0,Unhealthy,77.0,UG/M3,1 Hr,Valid
536,Ulaanbaatar,PM2.5 - Principal,2018-01-30 03:00:00,2018,1,30,3,82.1,165.0,Unhealthy,77.0,UG/M3,1 Hr,Valid
537,Ulaanbaatar,PM2.5 - Principal,2018-01-30 04:00:00,2018,1,30,4,74.5,161.0,Unhealthy,67.0,UG/M3,1 Hr,Valid
538,Ulaanbaatar,PM2.5 - Principal,2018-01-30 05:00:00,2018,1,30,5,62.7,155.0,Unhealthy,51.0,UG/M3,1 Hr,Valid
539,Ulaanbaatar,PM2.5 - Principal,2018-01-30 06:00:00,2018,1,30,6,56.8,152.0,Unhealthy,51.0,UG/M3,1 Hr,Valid
540,Ulaanbaatar,PM2.5 - Principal,2018-01-30 07:00:00,2018,1,30,7,73.4,160.0,Unhealthy,90.0,UG/M3,1 Hr,Valid
541,Ulaanbaatar,PM2.5 - Principal,2018-01-30 08:00:00,2018,1,30,8,82.2,165.0,Unhealthy,91.0,UG/M3,1 Hr,Valid
544,Ulaanbaatar,PM2.5 - Principal,2018-01-30 11:00:00,2018,1,30,11,229.4,279.0,Very Unhealthy,279.0,UG/M3,1 Hr,Valid
550,Ulaanbaatar,PM2.5 - Principal,2018-01-30 17:00:00,2018,1,30,17,62.6,155.0,Unhealthy,22.0,UG/M3,1 Hr,Valid
551,Ulaanbaatar,PM2.5 - Principal,2018-01-30 18:00:00,2018,1,30,18,39.2,110.0,Unhealthy for Sensitive Groups,16.0,UG/M3,1 Hr,Valid
552,Ulaanbaatar,PM2.5 - Principal,2018-01-30 19:00:00,2018,1,30,19,23.6,75.0,Moderate,8.0,UG/M3,1 Hr,Valid
553,Ulaanbaatar,PM2.5 - Principal,2018-01-30 20:00:00,2018,1,30,20,41.8,117.0,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid
556,Ulaanbaatar,PM2.5 - Principal,2018-01-30 23:00:00,2018,1,30,23,136.0,193.0,Unhealthy,147.0,UG/M3,1 Hr,Valid
557,Ulaanbaatar,PM2.5 - Principal,2018-01-31 00:00:00,2018,1,31,0,139.9,195.0,Unhealthy,144.0,UG/M3,1 Hr,Valid
558,Ulaanbaatar,PM2.5 - Principal,2018-01-31 01:00:00,2018,1,31,1,148.9,199.0,Unhealthy,158.0,UG/M3,1 Hr,Valid
561,Ulaanbaatar,PM2.5 - Principal,2018-01-31 04:00:00,2018,1,31,4,176.8,227.0,Very Unhealthy,186.0,UG/M3,1 Hr,Valid
562,Ulaanbaatar,PM2.5 - Principal,2018-01-31 05:00:00,2018,1,31,5,164.9,215.0,Very Unhealthy,153.0,UG/M3,1 Hr,Valid
563,Ulaanbaatar,PM2.5 - Principal,2018-01-31 06:00:00,2018,1,31,6,230.0,280.0,Very Unhealthy,295.0,UG/M3,1 Hr,Valid
564,Ulaanbaatar,PM2.5 - Principal,2018-01-31 07:00:00,2018,1,31,7,222.5,272.0,Very Unhealthy,215.0,UG/M3,1 Hr,Valid
565,Ulaanbaatar,PM2.5 - Principal,2018-01-31 08:00:00,2018,1,31,8,184.7,235.0,Very Unhealthy,147.0,UG/M3,1 Hr,Valid
566,Ulaanbaatar,PM2.5 - Principal,2018-01-31 09:00:00,2018,1,31,9,235.4,285.0,Very Unhealthy,286.0,UG/M3,1 Hr,Valid
567,Ulaanbaatar,PM2.5 - Principal,2018-01-31 10:00:00,2018,1,31,10,214.2,264.0,Very Unhealthy,193.0,UG/M3,1 Hr,Valid
570,Ulaanbaatar,PM2.5 - Principal,2018-01-31 13:00:00,2018,1,31,13,230.1,280.0,Very Unhealthy,177.0,UG/M3,1 Hr,Valid
571,Ulaanbaatar,PM2.5 - Principal,2018-01-31 14:00:00,2018,1,31,14,138.0,194.0,Unhealthy,46.0,UG/M3,1 Hr,Valid
573,Ulaanbaatar,PM2.5 - Principal,2018-01-31 16:00:00,2018,1,31,16,68.4,158.0,Unhealthy,39.0,UG/M3,1 Hr,Valid
574,Ulaanbaatar,PM2.5 - Principal,2018-01-31 17:00:00,2018,1,31,17,52.2,142.0,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid
575,Ulaanbaatar,PM2.5 - Principal,2018-01-31 18:00:00,2018,1,31,18,35.5,101.0,Unhealthy for Sensitive Groups,19.0,UG/M3,1 Hr,Valid
576,Ulaanbaatar,PM2.5 - Principal,2018-01-31 19:00:00,2018,1,31,19,19.7,67.0,Moderate,4.0,UG/M3,1 Hr,Valid
577,Ulaanbaatar,PM2.5 - Principal,2018-01-31 20:00:00,2018,1,31,20,14.8,57.0,Moderate,10.0,UG/M3,1 Hr,Valid
578,Ulaanbaatar,PM2.5 - Principal,2018-01-31 21:00:00,2018,1,31,21,12.8,52.0,Moderate,11.0,UG/M3,1 Hr,Valid
579,Ulaanbaatar,PM2.5 - Principal,2018-01-31 22:00:00,2018,1,31,22,10.9,45.0,Good,9.0,UG/M3,1 Hr,Valid
580,Ulaanbaatar,PM2.5 - Principal,2018-01-31 23:00:00,2018,1,31,23,10.9,45.0,Good,11.0,UG/M3,1 Hr,Valid
581,Ulaanbaatar,PM2.5 - Principal,2018-01-02 00:00:00,2018,2,1,0,13.4,54.0,Moderate,16.0,UG/M3,1 Hr,Valid
583,Ulaanbaatar,PM2.5 - Principal,2018-01-02 02:00:00,2018,2,1,2,11.8,49.0,Good,12.0,UG/M3,1 Hr,Valid
584,Ulaanbaatar,PM2.5 - Principal,2018-01-02 03:00:00,2018,2,1,3,10.4,43.0,Good,9.0,UG/M3,1 Hr,Valid
585,Ulaanbaatar,PM2.5 - Principal,2018-01-02 04:00:00,2018,2,1,4,28.2,85.0,Moderate,46.0,UG/M3,1 Hr,Valid
586,Ulaanbaatar,PM2.5 - Principal,2018-01-02 05:00:00,2018,2,1,5,40.1,112.0,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
587,Ulaanbaatar,PM2.5 - Principal,2018-01-02 06:00:00,2018,2,1,6,44.0,122.0,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid
591,Ulaanbaatar,PM2.5 - Principal,2018-01-02 10:00:00,2018,2,1,10,139.9,195.0,Unhealthy,211.0,UG/M3,1 Hr,Valid
592,Ulaanbaatar,PM2.5 - Principal,2018-01-02 11:00:00,2018,2,1,11,188.0,238.0,Very Unhealthy,236.0,UG/M3,1 Hr,Valid
593,Ulaanbaatar,PM2.5 - Principal,2018-01-02 12:00:00,2018,2,1,12,264.0,314.0,Hazardous,340.0,UG/M3,1 Hr,Valid
594,Ulaanbaatar,PM2.5 - Principal,2018-01-02 13:00:00,2018,2,1,13,139.5,194.0,Unhealthy,15.0,UG/M3,1 Hr,Valid
595,Ulaanbaatar,PM2.5 - Principal,2018-01-02 14:00:00,2018,2,1,14,77.7,162.0,Unhealthy,16.0,UG/M3,1 Hr,Valid
596,Ulaanbaatar,PM2.5 - Principal,2018-01-02 15:00:00,2018,2,1,15,41.8,117.0,Unhealthy for Sensitive Groups,6.0,UG/M3,1 Hr,Valid
600,Ulaanbaatar,PM2.5 - Principal,2018-01-02 19:00:00,2018,2,1,19,8.4,35.0,Good,8.0,UG/M3,1 Hr,Valid
601,Ulaanbaatar,PM2.5 - Principal,2018-01-02 20:00:00,2018,2,1,20,16.4,60.0,Moderate,23.0,UG/M3,1 Hr,Valid
602,Ulaanbaatar,PM2.5 - Principal,2018-01-02 21:00:00,2018,2,1,21,17.7,63.0,Moderate,19.0,UG/M3,1 Hr,Valid
603,Ulaanbaatar,PM2.5 - Principal,2018-01-02 22:00:00,2018,2,1,22,37.3,105.0,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
604,Ulaanbaatar,PM2.5 - Principal,2018-01-02 23:00:00,2018,2,1,23,98.8,173.0,Unhealthy,159.0,UG/M3,1 Hr,Valid
605,Ulaanbaatar,PM2.5 - Principal,2018-02-02 00:00:00,2018,2,2,0,147.2,198.0,Unhealthy,195.0,UG/M3,1 Hr,Valid
606,Ulaanbaatar,PM2.5 - Principal,2018-02-02 01:00:00,2018,2,2,1,132.0,190.0,Unhealthy,117.0,UG/M3,1 Hr,Valid
607,Ulaanbaatar,PM2.5 - Principal,2018-02-02 02:00:00,2018,2,2,2,116.5,182.0,Unhealthy,101.0,UG/M3,1 Hr,Valid
608,Ulaanbaatar,PM2.5 - Principal,2018-02-02 03:00:00,2018,2,2,3,102.7,175.0,Unhealthy,89.0,UG/M3,1 Hr,Valid
609,Ulaanbaatar,PM2.5 - Principal,2018-02-02 04:00:00,2018,2,2,4,98.8,173.0,Unhealthy,95.0,UG/M3,1 Hr,Valid
610,Ulaanbaatar,PM2.5 - Principal,2018-02-02 05:00:00,2018,2,2,5,86.9,167.0,Unhealthy,75.0,UG/M3,1 Hr,Valid
611,Ulaanbaatar,PM2.5 - Principal,2018-02-02 06:00:00,2018,2,2,6,72.4,160.0,Unhealthy,58.0,UG/M3,1 Hr,Valid
612,Ulaanbaatar,PM2.5 - Principal,2018-02-02 07:00:00,2018,2,2,7,75.7,161.0,Unhealthy,79.0,UG/M3,1 Hr,Valid
613,Ulaanbaatar,PM2.5 - Principal,2018-02-02 08:00:00,2018,2,2,8,103.8,176.0,Unhealthy,132.0,UG/M3,1 Hr,Valid
614,Ulaanbaatar,PM2.5 - Principal,2018-02-02 09:00:00,2018,2,2,9,131.9,190.0,Unhealthy,160.0,UG/M3,1 Hr,Valid
615,Ulaanbaatar,PM2.5 - Principal,2018-02-02 10:00:00,2018,2,2,10,179.5,230.0,Very Unhealthy,227.0,UG/M3,1 Hr,Valid
618,Ulaanbaatar,PM2.5 - Principal,2018-02-02 13:00:00,2018,2,2,13,199.9,250.0,Very Unhealthy,98.0,UG/M3,1 Hr,Valid
619,Ulaanbaatar,PM2.5 - Principal,2018-02-02 14:00:00,2018,2,2,14,148.9,199.0,Unhealthy,98.0,UG/M3,1 Hr,Valid
620,Ulaanbaatar,PM2.5 - Principal,2018-02-02 15:00:00,2018,2,2,15,106.4,177.0,Unhealthy,64.0,UG/M3,1 Hr,Valid
621,Ulaanbaatar,PM2.5 - Principal,2018-02-02 16:00:00,2018,2,2,16,66.7,157.0,Unhealthy,27.0,UG/M3,1 Hr,Valid
622,Ulaanbaatar,PM2.5 - Principal,2018-02-02 17:00:00,2018,2,2,17,39.8,112.0,Unhealthy for Sensitive Groups,13.0,UG/M3,1 Hr,Valid
623,Ulaanbaatar,PM2.5 - Principal,2018-02-02 18:00:00,2018,2,2,18,25.4,79.0,Moderate,11.0,UG/M3,1 Hr,Valid
624,Ulaanbaatar,PM2.5 - Principal,2018-02-02 19:00:00,2018,2,2,19,20.2,68.0,Moderate,15.0,UG/M3,1 Hr,Valid
625,Ulaanbaatar,PM2.5 - Principal,2018-02-02 20:00:00,2018,2,2,20,20.0,68.0,Moderate,20.0,UG/M3,1 Hr,Valid
626,Ulaanbaatar,PM2.5 - Principal,2018-02-02 21:00:00,2018,2,2,21,32.0,93.0,Moderate,44.0,UG/M3,1 Hr,Valid
627,Ulaanbaatar,PM2.5 - Principal,2018-02-02 22:00:00,2018,2,2,22,43.9,122.0,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid
628,Ulaanbaatar,PM2.5 - Principal,2018-02-02 23:00:00,2018,2,2,23,168.9,219.0,Very Unhealthy,294.0,UG/M3,1 Hr,Valid
629,Ulaanbaatar,PM2.5 - Principal,2018-03-02 00:00:00,2018,2,3,0,220.9,271.0,Very Unhealthy,273.0,UG/M3,1 Hr,Valid
630,Ulaanbaatar,PM2.5 - Principal,2018-03-02 01:00:00,2018,2,3,1,187.0,237.0,Very Unhealthy,153.0,UG/M3,1 Hr,Valid
632,Ulaanbaatar,PM2.5 - Principal,2018-03-02 03:00:00,2018,2,3,3,265.2,316.0,Hazardous,347.0,UG/M3,1 Hr,Valid
633,Ulaanbaatar,PM2.5 - Principal,2018-03-02 04:00:00,2018,2,3,4,246.6,296.0,Very Unhealthy,228.0,UG/M3,1 Hr,Valid
637,Ulaanbaatar,PM2.5 - Principal,2018-03-02 08:00:00,2018,2,3,8,265.4,316.0,Hazardous,230.0,UG/M3,1 Hr,Valid
638,Ulaanbaatar,PM2.5 - Principal,2018-03-02 09:00:00,2018,2,3,9,262.2,313.0,Hazardous,259.0,UG/M3,1 Hr,Valid
640,Ulaanbaatar,PM2.5 - Principal,2018-03-02 11:00:00,2018,2,3,11,257.3,308.0,Hazardous,178.0,UG/M3,1 Hr,Valid
643,Ulaanbaatar,PM2.5 - Principal,2018-03-02 14:00:00,2018,2,3,14,150.4,200.0,Unhealthy,30.0,UG/M3,1 Hr,Valid
644,Ulaanbaatar,PM2.5 - Principal,2018-03-02 15:00:00,2018,2,3,15,79.1,163.0,Unhealthy,8.0,UG/M3,1 Hr,Valid
645,Ulaanbaatar,PM2.5 - Principal,2018-03-02 16:00:00,2018,2,3,16,41.5,116.0,Unhealthy for Sensitive Groups,4.0,UG/M3,1 Hr,Valid
646,Ulaanbaatar,PM2.5 - Principal,2018-03-02 17:00:00,2018,2,3,17,22.7,73.0,Moderate,4.0,UG/M3,1 Hr,Valid
647,Ulaanbaatar,PM2.5 - Principal,2018-03-02 18:00:00,2018,2,3,18,12.8,52.0,Moderate,3.0,UG/M3,1 Hr,Valid
648,Ulaanbaatar,PM2.5 - Principal,2018-03-02 19:00:00,2018,2,3,19,8.8,37.0,Good,5.0,UG/M3,1 Hr,Valid
649,Ulaanbaatar,PM2.5 - Principal,2018-03-02 20:00:00,2018,2,3,20,11.4,48.0,Good,14.0,UG/M3,1 Hr,Valid
650,Ulaanbaatar,PM2.5 - Principal,2018-03-02 21:00:00,2018,2,3,21,23.1,74.0,Moderate,35.0,UG/M3,1 Hr,Valid
651,Ulaanbaatar,PM2.5 - Principal,2018-03-02 22:00:00,2018,2,3,22,194.5,245.0,Very Unhealthy,366.0,UG/M3,1 Hr,Valid
653,Ulaanbaatar,PM2.5 - Principal,2018-04-02 00:00:00,2018,2,4,0,208.1,258.0,Very Unhealthy,168.0,UG/M3,1 Hr,Valid
654,Ulaanbaatar,PM2.5 - Principal,2018-04-02 01:00:00,2018,2,4,1,191.0,241.0,Very Unhealthy,174.0,UG/M3,1 Hr,Valid
655,Ulaanbaatar,PM2.5 - Principal,2018-04-02 02:00:00,2018,2,4,2,168.0,218.0,Very Unhealthy,145.0,UG/M3,1 Hr,Valid
656,Ulaanbaatar,PM2.5 - Principal,2018-04-02 03:00:00,2018,2,4,3,158.5,209.0,Very Unhealthy,149.0,UG/M3,1 Hr,Valid
657,Ulaanbaatar,PM2.5 - Principal,2018-04-02 04:00:00,2018,2,4,4,164.2,215.0,Very Unhealthy,170.0,UG/M3,1 Hr,Valid
658,Ulaanbaatar,PM2.5 - Principal,2018-04-02 05:00:00,2018,2,4,5,134.6,192.0,Unhealthy,105.0,UG/M3,1 Hr,Valid
659,Ulaanbaatar,PM2.5 - Principal,2018-04-02 06:00:00,2018,2,4,6,115.8,182.0,Unhealthy,97.0,UG/M3,1 Hr,Valid
660,Ulaanbaatar,PM2.5 - Principal,2018-04-02 07:00:00,2018,2,4,7,120.9,185.0,Unhealthy,126.0,UG/M3,1 Hr,Valid
661,Ulaanbaatar,PM2.5 - Principal,2018-04-02 08:00:00,2018,2,4,8,100.9,174.0,Unhealthy,81.0,UG/M3,1 Hr,Valid
668,Ulaanbaatar,PM2.5 - Principal,2018-04-02 15:00:00,2018,2,4,15,138.1,194.0,Unhealthy,17.0,UG/M3,1 Hr,Valid
669,Ulaanbaatar,PM2.5 - Principal,2018-04-02 16:00:00,2018,2,4,16,72.5,160.0,Unhealthy,7.0,UG/M3,1 Hr,Valid
670,Ulaanbaatar,PM2.5 - Principal,2018-04-02 17:00:00,2018,2,4,17,41.2,115.0,Unhealthy for Sensitive Groups,10.0,UG/M3,1 Hr,Valid
671,Ulaanbaatar,PM2.5 - Principal,2018-04-02 18:00:00,2018,2,4,18,27.6,84.0,Moderate,14.0,UG/M3,1 Hr,Valid
672,Ulaanbaatar,PM2.5 - Principal,2018-04-02 19:00:00,2018,2,4,19,19.2,66.0,Moderate,11.0,UG/M3,1 Hr,Valid
673,Ulaanbaatar,PM2.5 - Principal,2018-04-02 20:00:00,2018,2,4,20,16.6,60.0,Moderate,14.0,UG/M3,1 Hr,Valid
674,Ulaanbaatar,PM2.5 - Principal,2018-04-02 21:00:00,2018,2,4,21,105.8,177.0,Unhealthy,195.0,UG/M3,1 Hr,Valid
682,Ulaanbaatar,PM2.5 - Principal,2018-05-02 05:00:00,2018,2,5,5,167.1,217.0,Very Unhealthy,191.0,UG/M3,1 Hr,Valid
683,Ulaanbaatar,PM2.5 - Principal,2018-05-02 06:00:00,2018,2,5,6,173.0,223.0,Very Unhealthy,179.0,UG/M3,1 Hr,Valid
